Station,Year,Month,Day,Night,DayLimit,NightLimit
54,2012,2,62.0,55.0,50,40
54,2012,3,62.0,55.0,50,40
54,2012,4,62.0,55.0,50,40
54,2012,5,62.0,55.0,50,40
54,2012,6,64.0,56.0,50,40
54,2012,7,64.0,58.0,50,40
54,2012,8,64.0,55.0,50,40
54,2012,9,64.0,56.0,50,40
54,2012,10,63.0,54.0,50,40
54,2012,11,62.0,55.0,50,40
54,2012,12,63.0,54.0,50,40
60,2012,2,65.0,59.0,50,40
60,2012,3,65.0,59.0,50,40
60,2012,4,65.0,59.0,50,40
60,2012,5,64.0,59.0,50,40
60,2012,6,66.0,59.0,50,40
60,2012,7,66.0,59.0,50,40
60,2012,8,65.0,59.0,50,40
60,2012,9,66.0,60.0,50,40
60,2012,10,65.0,59.0,50,40
60,2012,11,65.0,59.0,50,40
60,2012,12,65.0,59.0,50,40
61,2012,1,70.0,68.0,65,55
61,2012,2,70.0,73.0,65,55
61,2012,3,69.0,68.0,65,55
61,2012,4,69.0,67.0,65,55
61,2012,5,69.0,67.0,65,55
61,2012,6,69.0,66.0,65,55
61,2012,7,69.0,66.0,65,55
61,2012,8,69.0,67.0,65,55
61,2012,9,69.0,67.0,65,55
61,2012,10,68.0,66.0,65,55
61,2012,11,68.0,67.0,65,55
61,2012,12,68.0,67.0,65,55
62,2012,1,66.0,63.0,65,55
62,2012,2,67.0,63.0,65,55
62,2012,3,66.0,63.0,65,55
62,2012,4,66.0,63.0,65,55
62,2012,5,66.0,62.0,65,55
62,2012,6,67.0,62.0,65,55
62,2012,7,67.0,63.0,65,55
62,2012,8,67.0,63.0,65,55
62,2012,9,67.0,64.0,65,55
62,2012,10,66.0,64.0,65,55
62,2012,11,66.0,63.0,65,55
62,2012,12,66.0,64.0,65,55
63,2012,1,61.0,51.0,65,55
63,2012,2,62.0,52.0,65,55
63,2012,3,63.0,54.0,65,55
63,2012,4,62.0,54.0,65,55
63,2012,5,61.0,55.0,65,55
63,2012,6,62.0,57.0,65,55
63,2012,7,62.0,57.0,65,55
63,2012,8,62.0,56.0,65,55
63,2012,9,62.0,56.0,65,55
63,2012,10,61.0,55.0,65,55
63,2012,11,61.0,54.0,65,55
63,2012,12,61.0,53.0,65,55
64,2012,1,70.0,66.0,50,40
64,2012,2,68.0,57.0,50,40
64,2012,3,69.0,60.0,50,40
64,2012,4,68.0,57.0,50,40
64,2012,5,67.0,57.0,50,40
64,2012,6,69.0,57.0,50,40
64,2012,7,70.0,58.0,50,40
64,2012,8,69.0,57.0,50,40
64,2012,9,69.0,58.0,50,40
64,2012,10,69.0,57.0,50,40
64,2012,11,68.0,57.0,50,40
64,2012,12,68.0,56.0,50,40
0,2013,1,66.0,55.0,55,45
0,2013,2,66.0,56.0,55,45
0,2013,3,66.0,58.0,55,45
0,2013,4,66.0,56.0,55,45
0,2013,5,66.0,56.0,55,45
0,2013,6,66.0,56.0,55,45
0,2013,7,66.0,57.0,55,45
0,2013,8,66.0,57.0,55,45
0,2013,9,66.0,56.0,55,45
0,2013,10,66.0,56.0,55,45
0,2013,11,66.0,56.0,55,45
0,2013,12,66.0,56.0,55,45
1,2013,1,55.0,53.0,65,55
1,2013,2,57.0,54.0,65,55
1,2013,3,57.0,53.0,65,55
1,2013,4,55.0,52.0,65,55
1,2013,5,55.0,52.0,65,55
1,2013,6,55.0,52.0,65,55
1,2013,7,55.0,52.0,65,55
1,2013,8,56.0,53.0,65,55
1,2013,9,56.0,55.0,65,55
1,2013,10,59.0,58.0,65,55
1,2013,11,60.0,59.0,65,55
1,2013,12,61.0,59.0,65,55
2,2013,1,55.0,46.0,55,45
2,2013,2,54.0,46.0,55,45
2,2013,3,54.0,46.0,55,45
2,2013,4,55.0,46.0,55,45
2,2013,5,56.0,49.0,55,45
2,2013,6,59.0,50.0,55,45
2,2013,7,60.0,50.0,55,45
2,2013,8,57.0,48.0,55,45
2,2013,9,57.0,49.0,55,45
2,2013,10,57.0,49.0,55,45
2,2013,11,56.0,47.0,55,45
2,2013,12,55.0,47.0,55,45
3,2013,1,65.0,56.0,65,55
3,2013,2,65.0,57.0,65,55
3,2013,3,64.0,56.0,65,55
3,2013,4,64.0,57.0,65,55
3,2013,5,64.0,57.0,65,55
3,2013,6,66.0,57.0,65,55
3,2013,7,66.0,58.0,65,55
3,2013,8,65.0,58.0,65,55
3,2013,9,65.0,58.0,65,55
3,2013,10,65.0,58.0,65,55
3,2013,11,65.0,58.0,65,55
3,2013,12,65.0,57.0,65,55
4,2013,1,57.0,48.0,75,70
4,2013,2,57.0,48.0,75,70
4,2013,3,58.0,53.0,75,70
4,2013,4,58.0,53.0,75,70
4,2013,5,58.0,53.0,75,70
4,2013,6,58.0,54.0,75,70
4,2013,7,61.0,53.0,75,70
4,2013,8,58.0,53.0,75,70
4,2013,9,57.0,55.0,75,70
4,2013,10,57.0,54.0,75,70
4,2013,11,58.0,55.0,75,70
4,2013,12,58.0,53.0,75,70
10,2013,1,63.0,50.0,50,40
10,2013,2,63.0,50.0,50,40
10,2013,3,62.0,55.0,50,40
10,2013,4,66.0,58.0,50,40
10,2013,5,61.0,53.0,50,40
10,2013,6,64.0,53.0,50,40
10,2013,7,65.0,53.0,50,40
10,2013,8,65.0,54.0,50,40
10,2013,9,65.0,55.0,50,40
10,2013,10,65.0,53.0,50,40
10,2013,11,65.0,53.0,50,40
10,2013,12,65.0,52.0,50,40
11,2013,1,75.0,71.0,75,70
11,2013,2,75.0,72.0,75,70
11,2013,3,76.0,71.0,75,70
11,2013,4,76.0,71.0,75,70
11,2013,5,76.0,71.0,75,70
11,2013,6,76.0,72.0,75,70
11,2013,7,76.0,72.0,75,70
11,2013,8,75.0,72.0,75,70
11,2013,9,75.0,70.0,75,70
11,2013,10,73.0,68.0,75,70
11,2013,11,74.0,68.0,75,70
11,2013,12,74.0,69.0,75,70
12,2013,1,68.0,57.0,65,55
12,2013,2,69.0,57.0,65,55
12,2013,3,68.0,57.0,65,55
12,2013,4,69.0,58.0,65,55
12,2013,5,68.0,58.0,65,55
12,2013,6,68.0,57.0,65,55
12,2013,7,69.0,58.0,65,55
12,2013,8,68.0,59.0,65,55
12,2013,9,68.0,57.0,65,55
12,2013,10,68.0,58.0,65,55
12,2013,11,68.0,57.0,65,55
12,2013,12,68.0,57.0,65,55
13,2013,1,73.0,62.0,65,55
13,2013,2,73.0,62.0,65,55
13,2013,3,73.0,62.0,65,55
13,2013,4,73.0,62.0,65,55
13,2013,5,73.0,63.0,65,55
13,2013,6,73.0,64.0,65,55
13,2013,7,74.0,65.0,65,55
13,2013,8,74.0,67.0,65,55
13,2013,9,74.0,66.0,65,55
13,2013,10,74.0,66.0,65,55
13,2013,11,75.0,65.0,65,55
13,2013,12,76.0,67.0,65,55
14,2013,1,68.0,57.0,55,45
14,2013,2,68.0,56.0,55,45
14,2013,3,68.0,55.0,55,45
14,2013,4,67.0,55.0,55,45
14,2013,5,67.0,57.0,55,45
14,2013,6,68.0,57.0,55,45
14,2013,7,68.0,56.0,55,45
14,2013,8,68.0,56.0,55,45
14,2013,9,67.0,56.0,55,45
14,2013,10,67.0,56.0,55,45
14,2013,11,68.0,56.0,55,45
14,2013,12,68.0,57.0,55,45
20,2013,1,51.0,46.0,50,40
20,2013,2,52.0,47.0,50,40
20,2013,3,51.0,47.0,50,40
20,2013,4,50.0,48.0,50,40
20,2013,5,49.0,48.0,50,40
20,2013,6,51.0,50.0,50,40
20,2013,7,53.0,52.0,50,40
20,2013,8,53.0,54.0,50,40
20,2013,9,51.0,50.0,50,40
20,2013,10,51.0,47.0,50,40
20,2013,11,51.0,48.0,50,40
20,2013,12,51.0,47.0,50,40
21,2013,1,62.0,51.0,65,55
21,2013,2,64.0,53.0,65,55
21,2013,3,63.0,53.0,65,55
21,2013,4,63.0,54.0,65,55
21,2013,5,63.0,54.0,65,55
21,2013,6,63.0,54.0,65,55
21,2013,7,62.0,54.0,65,55
21,2013,8,62.0,54.0,65,55
21,2013,9,64.0,53.0,65,55
21,2013,10,64.0,54.0,65,55
21,2013,11,64.0,54.0,65,55
21,2013,12,63.0,52.0,65,55
22,2013,1,53.0,45.0,50,40
22,2013,2,52.0,46.0,50,40
22,2013,3,51.0,47.0,50,40
22,2013,4,52.0,48.0,50,40
22,2013,5,51.0,48.0,50,40
22,2013,6,55.0,52.0,50,40
22,2013,7,54.0,52.0,50,40
22,2013,8,53.0,55.0,50,40
22,2013,9,52.0,50.0,50,40
22,2013,10,52.0,48.0,50,40
22,2013,11,50.0,47.0,50,40
22,2013,12,49.0,46.0,50,40
23,2013,1,75.0,74.0,65,55
23,2013,2,74.0,73.0,65,55
23,2013,3,74.0,73.0,65,55
23,2013,4,74.0,73.0,65,55
23,2013,5,73.0,73.0,65,55
23,2013,6,73.0,73.0,65,55
23,2013,7,73.0,73.0,65,55
23,2013,8,74.0,73.0,65,55
23,2013,9,73.0,72.0,65,55
23,2013,10,73.0,73.0,65,55
23,2013,11,74.0,73.0,65,55
23,2013,12,73.0,73.0,65,55
24,2013,1,56.0,52.0,50,40
24,2013,2,57.0,53.0,50,40
24,2013,3,56.0,53.0,50,40
24,2013,4,56.0,54.0,50,40
24,2013,5,56.0,54.0,50,40
24,2013,6,55.0,53.0,50,40
24,2013,7,56.0,53.0,50,40
24,2013,8,56.0,54.0,50,40
24,2013,9,56.0,54.0,50,40
24,2013,10,56.0,53.0,50,40
24,2013,11,57.0,55.0,50,40
24,2013,12,56.0,52.0,50,40
30,2013,1,72.0,61.0,65,55
30,2013,2,72.0,62.0,65,55
30,2013,3,71.0,61.0,65,55
30,2013,4,72.0,63.0,65,55
30,2013,5,72.0,64.0,65,55
30,2013,6,73.0,66.0,65,55
30,2013,7,74.0,67.0,65,55
30,2013,8,73.0,66.0,65,55
30,2013,9,72.0,64.0,65,55
30,2013,10,72.0,64.0,65,55
30,2013,11,73.0,63.0,65,55
30,2013,12,72.0,61.0,65,55
31,2013,1,61.0,54.0,75,70
31,2013,2,63.0,56.0,75,70
31,2013,3,62.0,55.0,75,70
31,2013,4,62.0,55.0,75,70
31,2013,5,62.0,56.0,75,70
31,2013,6,63.0,57.0,75,70
31,2013,7,63.0,56.0,75,70
31,2013,8,62.0,55.0,75,70
31,2013,9,62.0,56.0,75,70
31,2013,10,64.0,59.0,75,70
31,2013,11,65.0,57.0,75,70
31,2013,12,65.0,59.0,75,70
32,2013,1,56.0,48.0,55,45
32,2013,2,57.0,50.0,55,45
32,2013,3,57.0,48.0,55,45
32,2013,4,56.0,48.0,55,45
32,2013,5,56.0,48.0,55,45
32,2013,6,57.0,51.0,55,45
32,2013,7,57.0,51.0,55,45
32,2013,8,56.0,48.0,55,45
32,2013,9,55.0,48.0,55,45
32,2013,10,56.0,48.0,55,45
32,2013,11,56.0,48.0,55,45
32,2013,12,56.0,49.0,55,45
33,2013,1,53.0,47.0,50,40
33,2013,2,53.0,48.0,50,40
33,2013,3,53.0,47.0,50,40
33,2013,4,53.0,48.0,50,40
33,2013,5,53.0,48.0,50,40
33,2013,6,54.0,49.0,50,40
33,2013,7,54.0,50.0,50,40
33,2013,8,54.0,50.0,50,40
33,2013,9,54.0,48.0,50,40
33,2013,10,57.0,49.0,50,40
33,2013,11,56.0,49.0,50,40
33,2013,12,56.0,50.0,50,40
34,2013,1,75.0,70.0,65,55
34,2013,2,76.0,70.0,65,55
34,2013,3,75.0,70.0,65,55
34,2013,4,75.0,70.0,65,55
34,2013,5,75.0,70.0,65,55
34,2013,6,75.0,71.0,65,55
34,2013,7,76.0,70.0,65,55
34,2013,8,75.0,70.0,65,55
34,2013,9,76.0,71.0,65,55
34,2013,10,79.0,73.0,65,55
34,2013,11,79.0,73.0,65,55
34,2013,12,79.0,73.0,65,55
40,2013,1,65.0,61.0,75,70
40,2013,2,65.0,60.0,75,70
40,2013,3,63.0,58.0,75,70
40,2013,4,63.0,58.0,75,70
40,2013,5,66.0,63.0,75,70
40,2013,6,65.0,60.0,75,70
40,2013,7,70.0,67.0,75,70
40,2013,8,70.0,68.0,75,70
40,2013,9,71.0,70.0,75,70
40,2013,10,72.0,70.0,75,70
40,2013,11,72.0,69.0,75,70
40,2013,12,70.0,66.0,75,70
41,2013,1,67.0,57.0,65,55
41,2013,2,67.0,59.0,65,55
41,2013,3,67.0,60.0,65,55
41,2013,4,67.0,61.0,65,55
41,2013,5,68.0,62.0,65,55
41,2013,6,68.0,61.0,65,55
41,2013,7,68.0,61.0,65,55
41,2013,8,68.0,62.0,65,55
41,2013,9,68.0,61.0,65,55
41,2013,10,68.0,61.0,65,55
41,2013,11,67.0,60.0,65,55
41,2013,12,68.0,58.0,65,55
42,2013,1,54.0,44.0,55,45
42,2013,2,56.0,50.0,55,45
42,2013,3,54.0,52.0,55,45
42,2013,4,54.0,97.0,55,45
42,2013,5,57.0,66.0,55,45
42,2013,6,56.0,73.0,55,45
42,2013,12,51.0,59.0,55,45
43,2013,1,61.0,55.0,50,40
43,2013,2,61.0,56.0,50,40
43,2013,3,62.0,57.0,50,40
43,2013,4,63.0,59.0,50,40
43,2013,5,65.0,61.0,50,40
43,2013,6,63.0,58.0,50,40
43,2013,7,63.0,57.0,50,40
43,2013,8,62.0,56.0,50,40
43,2013,9,61.0,55.0,50,40
43,2013,10,62.0,56.0,50,40
43,2013,11,61.0,55.0,50,40
43,2013,12,61.0,55.0,50,40
44,2013,1,61.0,54.0,65,55
44,2013,2,61.0,54.0,65,55
44,2013,3,60.0,54.0,65,55
44,2013,4,61.0,55.0,65,55
44,2013,5,62.0,56.0,65,55
44,2013,6,61.0,55.0,65,55
44,2013,7,61.0,54.0,65,55
44,2013,8,61.0,54.0,65,55
44,2013,9,62.0,55.0,65,55
44,2013,10,64.0,58.0,65,55
44,2013,11,64.0,57.0,65,55
44,2013,12,64.0,57.0,65,55
50,2013,1,63.0,53.0,75,70
50,2013,2,64.0,55.0,75,70
50,2013,3,64.0,55.0,75,70
50,2013,4,63.0,55.0,75,70
50,2013,5,63.0,60.0,75,70
50,2013,6,63.0,59.0,75,70
50,2013,7,63.0,56.0,75,70
50,2013,8,63.0,55.0,75,70
50,2013,9,64.0,55.0,75,70
50,2013,10,64.0,55.0,75,70
50,2013,11,63.0,55.0,75,70
50,2013,12,63.0,55.0,75,70
51,2013,1,72.0,59.0,65,55
51,2013,2,73.0,61.0,65,55
51,2013,3,72.0,61.0,65,55
51,2013,4,72.0,61.0,65,55
51,2013,5,72.0,62.0,65,55
51,2013,6,72.0,64.0,65,55
51,2013,7,73.0,63.0,65,55
51,2013,8,73.0,62.0,65,55
51,2013,9,72.0,62.0,65,55
51,2013,10,73.0,63.0,65,55
51,2013,11,73.0,63.0,65,55
51,2013,12,73.0,61.0,65,55
52,2013,1,58.0,46.0,50,40
52,2013,2,59.0,50.0,50,40
52,2013,3,59.0,51.0,50,40
52,2013,4,60.0,52.0,50,40
52,2013,5,60.0,55.0,50,40
52,2013,6,63.0,57.0,50,40
52,2013,7,60.0,55.0,50,40
52,2013,8,59.0,53.0,50,40
52,2013,9,61.0,54.0,50,40
52,2013,10,62.0,55.0,50,40
52,2013,11,61.0,51.0,50,40
52,2013,12,61.0,51.0,50,40
53,2013,1,52.0,41.0,55,45
53,2013,2,54.0,44.0,55,45
53,2013,3,54.0,46.0,55,45
53,2013,4,53.0,47.0,55,45
53,2013,5,54.0,50.0,55,45
53,2013,6,53.0,53.0,55,45
53,2013,7,53.0,53.0,55,45
53,2013,8,53.0,48.0,55,45
53,2013,9,54.0,50.0,55,45
53,2013,10,56.0,50.0,55,45
53,2013,11,56.0,50.0,55,45
53,2013,12,56.0,45.0,55,45
54,2013,1,64.0,54.0,50,40
54,2013,2,65.0,56.0,50,40
54,2013,3,65.0,57.0,50,40
54,2013,4,66.0,57.0,50,40
54,2013,5,64.0,58.0,50,40
54,2013,6,66.0,59.0,50,40
54,2013,7,65.0,56.0,50,40
54,2013,8,65.0,55.0,50,40
54,2013,9,68.0,58.0,50,40
54,2013,10,70.0,59.0,50,40
54,2013,11,69.0,58.0,50,40
54,2013,12,70.0,58.0,50,40
60,2013,1,65.0,59.0,50,40
60,2013,2,65.0,59.0,50,40
60,2013,3,64.0,58.0,50,40
60,2013,4,65.0,58.0,50,40
60,2013,5,65.0,60.0,50,40
60,2013,6,66.0,61.0,50,40
60,2013,7,67.0,62.0,50,40
60,2013,8,66.0,61.0,50,40
60,2013,9,66.0,61.0,50,40
60,2013,10,65.0,62.0,50,40
60,2013,11,65.0,62.0,50,40
60,2013,12,65.0,61.0,50,40
61,2013,1,69.0,67.0,65,55
61,2013,2,69.0,67.0,65,55
61,2013,3,69.0,67.0,65,55
61,2013,4,69.0,67.0,65,55
61,2013,5,69.0,66.0,65,55
61,2013,6,69.0,66.0,65,55
61,2013,7,70.0,66.0,65,55
61,2013,8,69.0,66.0,65,55
61,2013,9,69.0,66.0,65,55
61,2013,10,69.0,66.0,65,55
61,2013,11,69.0,67.0,65,55
61,2013,12,70.0,67.0,65,55
62,2013,1,67.0,65.0,65,55
62,2013,2,67.0,65.0,65,55
62,2013,3,67.0,65.0,65,55
62,2013,4,67.0,64.0,65,55
62,2013,5,67.0,64.0,65,55
62,2013,6,68.0,64.0,65,55
62,2013,7,68.0,64.0,65,55
62,2013,8,67.0,61.0,65,55
62,2013,9,67.0,63.0,65,55
62,2013,10,71.0,68.0,65,55
62,2013,11,70.0,67.0,65,55
62,2013,12,71.0,68.0,65,55
63,2013,1,61.0,53.0,65,55
63,2013,2,62.0,53.0,65,55
63,2013,3,61.0,55.0,65,55
63,2013,4,62.0,55.0,65,55
63,2013,5,61.0,55.0,65,55
63,2013,6,63.0,56.0,65,55
63,2013,7,63.0,57.0,65,55
63,2013,8,62.0,55.0,65,55
63,2013,9,61.0,55.0,65,55
63,2013,10,64.0,57.0,65,55
63,2013,11,64.0,57.0,65,55
63,2013,12,64.0,55.0,65,55
64,2013,1,69.0,56.0,50,40
64,2013,2,69.0,56.0,50,40
64,2013,3,68.0,56.0,50,40
64,2013,4,68.0,57.0,50,40
64,2013,5,67.0,57.0,50,40
64,2013,6,69.0,58.0,50,40
64,2013,7,70.0,58.0,50,40
64,2013,8,69.0,57.0,50,40
64,2013,9,69.0,58.0,50,40
64,2013,10,69.0,57.0,50,40
64,2013,11,68.0,57.0,50,40
64,2013,12,68.0,56.0,50,40
0,2014,1,66.0,56.0,55,45
0,2014,2,67.0,56.0,55,45
0,2014,3,67.0,59.0,55,45
0,2014,4,67.0,57.0,55,45
0,2014,5,66.0,57.0,55,45
0,2014,6,67.0,57.0,55,45
0,2014,7,67.0,58.0,55,45
0,2014,8,66.0,58.0,55,45
0,2014,9,66.0,58.0,55,45
0,2014,10,66.0,57.0,55,45
0,2014,11,66.0,56.0,55,45
0,2014,12,65.0,55.0,55,45
1,2014,1,60.0,57.0,65,55
1,2014,2,59.0,57.0,65,55
1,2014,3,60.0,57.0,65,55
1,2014,4,59.0,56.0,65,55
1,2014,5,58.0,56.0,65,55
1,2014,6,59.0,57.0,65,55
1,2014,7,60.0,56.0,65,55
1,2014,8,60.0,55.0,65,55
1,2014,9,60.0,56.0,65,55
1,2014,10,60.0,58.0,65,55
1,2014,11,59.0,56.0,65,55
1,2014,12,59.0,57.0,65,55
2,2014,1,56.0,47.0,55,45
2,2014,2,55.0,48.0,55,45
2,2014,3,54.0,47.0,55,45
2,2014,4,53.0,47.0,55,45
2,2014,5,55.0,49.0,55,45
2,2014,6,58.0,50.0,55,45
2,2014,7,58.0,50.0,55,45
2,2014,8,56.0,49.0,55,45
2,2014,9,56.0,50.0,55,45
2,2014,10,56.0,51.0,55,45
2,2014,11,55.0,48.0,55,45
2,2014,12,54.0,47.0,55,45
3,2014,1,64.0,57.0,65,55
3,2014,2,64.0,56.0,65,55
3,2014,3,64.0,56.0,65,55
3,2014,4,64.0,56.0,65,55
3,2014,5,64.0,57.0,65,55
3,2014,6,65.0,57.0,65,55
3,2014,7,65.0,56.0,65,55
3,2014,8,65.0,56.0,65,55
3,2014,9,65.0,57.0,65,55
3,2014,10,65.0,57.0,65,55
3,2014,11,66.0,57.0,65,55
3,2014,12,66.0,57.0,65,55
4,2014,1,57.0,53.0,75,70
4,2014,2,58.0,54.0,75,70
4,2014,3,58.0,53.0,75,70
4,2014,4,57.0,52.0,75,70
4,2014,5,57.0,52.0,75,70
4,2014,6,58.0,53.0,75,70
4,2014,7,58.0,55.0,75,70
4,2014,8,58.0,54.0,75,70
4,2014,9,59.0,55.0,75,70
4,2014,10,59.0,58.0,75,70
4,2014,11,59.0,57.0,75,70
4,2014,12,59.0,57.0,75,70
10,2014,1,63.0,54.0,50,40
10,2014,2,62.0,52.0,50,40
10,2014,3,64.0,52.0,50,40
10,2014,4,64.0,54.0,50,40
10,2014,5,64.0,53.0,50,40
10,2014,6,62.0,54.0,50,40
10,2014,7,56.0,53.0,50,40
10,2014,8,54.0,53.0,50,40
10,2014,9,53.0,52.0,50,40
10,2014,10,62.0,56.0,50,40
10,2014,11,62.0,54.0,50,40
10,2014,12,60.0,53.0,50,40
11,2014,1,74.0,69.0,75,70
11,2014,2,75.0,70.0,75,70
11,2014,3,75.0,70.0,75,70
11,2014,4,76.0,71.0,75,70
11,2014,5,76.0,71.0,75,70
11,2014,6,76.0,72.0,75,70
11,2014,7,76.0,72.0,75,70
11,2014,8,76.0,72.0,75,70
11,2014,9,76.0,72.0,75,70
11,2014,10,78.0,73.0,75,70
11,2014,11,80.0,75.0,75,70
11,2014,12,80.0,75.0,75,70
12,2014,1,68.0,57.0,65,55
12,2014,2,69.0,57.0,65,55
12,2014,3,68.0,57.0,65,55
12,2014,4,69.0,57.0,65,55
12,2014,5,68.0,58.0,65,55
12,2014,6,68.0,58.0,65,55
12,2014,7,68.0,58.0,65,55
12,2014,8,68.0,58.0,65,55
12,2014,9,68.0,57.0,65,55
12,2014,10,71.0,59.0,65,55
12,2014,11,71.0,59.0,65,55
12,2014,12,71.0,59.0,65,55
13,2014,1,74.0,66.0,65,55
13,2014,2,75.0,67.0,65,55
13,2014,3,75.0,66.0,65,55
13,2014,4,75.0,67.0,65,55
13,2014,5,76.0,68.0,65,55
13,2014,6,75.0,69.0,65,55
13,2014,7,75.0,69.0,65,55
13,2014,8,74.0,67.0,65,55
13,2014,9,73.0,65.0,65,55
13,2014,10,75.0,64.0,65,55
13,2014,11,76.0,65.0,65,55
13,2014,12,76.0,67.0,65,55
14,2014,1,68.0,58.0,55,45
14,2014,2,67.0,56.0,55,45
14,2014,3,67.0,55.0,55,45
14,2014,4,67.0,55.0,55,45
14,2014,5,68.0,55.0,55,45
14,2014,6,67.0,57.0,55,45
14,2014,7,68.0,57.0,55,45
14,2014,8,68.0,59.0,55,45
14,2014,9,68.0,56.0,55,45
14,2014,10,68.0,56.0,55,45
14,2014,11,71.0,60.0,55,45
14,2014,12,71.0,61.0,55,45
20,2014,1,51.0,45.0,50,40
20,2014,2,51.0,47.0,50,40
20,2014,3,51.0,47.0,50,40
20,2014,4,51.0,48.0,50,40
20,2014,5,51.0,49.0,50,40
20,2014,6,51.0,49.0,50,40
20,2014,7,53.0,50.0,50,40
20,2014,8,52.0,50.0,50,40
20,2014,9,51.0,48.0,50,40
20,2014,10,51.0,48.0,50,40
20,2014,11,53.0,51.0,50,40
20,2014,12,53.0,49.0,50,40
21,2014,1,64.0,51.0,65,55
21,2014,2,65.0,52.0,65,55
21,2014,3,65.0,53.0,65,55
21,2014,4,65.0,54.0,65,55
21,2014,5,64.0,55.0,65,55
21,2014,6,64.0,54.0,65,55
21,2014,7,66.0,55.0,65,55
21,2014,8,65.0,54.0,65,55
21,2014,9,65.0,54.0,65,55
21,2014,10,66.0,55.0,65,55
21,2014,11,69.0,57.0,65,55
21,2014,12,69.0,56.0,65,55
22,2014,1,49.0,44.0,50,40
22,2014,2,51.0,47.0,50,40
22,2014,3,51.0,46.0,50,40
22,2014,4,52.0,48.0,50,40
22,2014,5,51.0,48.0,50,40
22,2014,6,53.0,50.0,50,40
22,2014,7,52.0,52.0,50,40
22,2014,8,52.0,53.0,50,40
22,2014,9,52.0,50.0,50,40
22,2014,10,52.0,47.0,50,40
22,2014,11,53.0,48.0,50,40
22,2014,12,52.0,48.0,50,40
23,2014,1,74.0,74.0,65,55
23,2014,2,74.0,73.0,65,55
23,2014,3,74.0,73.0,65,55
23,2014,4,74.0,74.0,65,55
23,2014,5,74.0,74.0,65,55
23,2014,6,74.0,74.0,65,55
23,2014,7,73.0,73.0,65,55
23,2014,8,72.0,70.0,65,55
23,2014,9,74.0,72.0,65,55
23,2014,10,75.0,73.0,65,55
23,2014,11,76.0,71.0,65,55
23,2014,12,75.0,71.0,65,55
24,2014,1,55.0,49.0,50,40
24,2014,2,56.0,53.0,50,40
24,2014,3,56.0,52.0,50,40
24,2014,4,57.0,54.0,50,40
24,2014,5,56.0,54.0,50,40
24,2014,6,56.0,53.0,50,40
24,2014,7,55.0,53.0,50,40
24,2014,8,55.0,52.0,50,40
24,2014,9,56.0,52.0,50,40
24,2014,10,56.0,53.0,50,40
24,2014,11,59.0,56.0,50,40
24,2014,12,59.0,55.0,50,40
30,2014,1,73.0,63.0,65,55
30,2014,2,72.0,63.0,65,55
30,2014,3,72.0,61.0,65,55
30,2014,4,72.0,62.0,65,55
30,2014,5,72.0,63.0,65,55
30,2014,6,73.0,67.0,65,55
30,2014,7,74.0,69.0,65,55
30,2014,8,73.0,65.0,65,55
30,2014,9,73.0,65.0,65,55
30,2014,10,76.0,68.0,65,55
30,2014,11,77.0,66.0,65,55
30,2014,12,77.0,66.0,65,55
31,2014,1,64.0,58.0,75,70
31,2014,2,65.0,59.0,75,70
31,2014,3,66.0,60.0,75,70
31,2014,4,65.0,57.0,75,70
31,2014,5,65.0,58.0,75,70
31,2014,6,65.0,59.0,75,70
31,2014,7,66.0,59.0,75,70
31,2014,8,65.0,59.0,75,70
31,2014,9,65.0,58.0,75,70
31,2014,10,64.0,58.0,75,70
31,2014,11,65.0,59.0,75,70
31,2014,12,65.0,58.0,75,70
32,2014,1,56.0,48.0,55,45
32,2014,2,56.0,48.0,55,45
32,2014,3,56.0,48.0,55,45
32,2014,4,55.0,48.0,55,45
32,2014,5,58.0,49.0,55,45
32,2014,6,58.0,50.0,55,45
32,2014,7,57.0,51.0,55,45
32,2014,8,55.0,48.0,55,45
32,2014,9,56.0,48.0,55,45
32,2014,10,58.0,49.0,55,45
32,2014,11,59.0,50.0,55,45
32,2014,12,60.0,51.0,55,45
33,2014,1,56.0,50.0,50,40
33,2014,2,56.0,50.0,50,40
33,2014,3,55.0,49.0,50,40
33,2014,4,55.0,50.0,50,40
33,2014,5,56.0,51.0,50,40
33,2014,6,59.0,56.0,50,40
33,2014,7,57.0,53.0,50,40
33,2014,8,56.0,50.0,50,40
33,2014,9,56.0,50.0,50,40
33,2014,10,55.0,49.0,50,40
33,2014,11,55.0,48.0,50,40
33,2014,12,55.0,49.0,50,40
34,2014,1,79.0,73.0,65,55
34,2014,2,79.0,74.0,65,55
34,2014,3,78.0,73.0,65,55
34,2014,4,78.0,73.0,65,55
34,2014,5,78.0,73.0,65,55
34,2014,6,78.0,73.0,65,55
34,2014,7,79.0,74.0,65,55
34,2014,8,79.0,74.0,65,55
34,2014,9,79.0,74.0,65,55
34,2014,10,77.0,74.0,65,55
34,2014,11,79.0,73.0,65,55
34,2014,12,79.0,73.0,65,55
40,2014,1,71.0,68.0,75,70
40,2014,2,71.0,69.0,75,70
40,2014,3,65.0,62.0,75,70
40,2014,4,67.0,63.0,75,70
40,2014,5,69.0,65.0,75,70
40,2014,6,72.0,69.0,75,70
40,2014,7,70.0,68.0,75,70
40,2014,8,71.0,69.0,75,70
40,2014,9,66.0,65.0,75,70
40,2014,10,72.0,71.0,75,70
